,Ticker,Company Name,Industry,Country,Market Cap
2627,PFG,Principal Financial Group Inc,Insurance,US,18553.227308306912
2671,PLUG,Plug Power Inc,Electrical Equipment,US,14970.863821260951
2690,PODD,Insulet Corp,Health Care,US,17652.8062382241
2694,POOL,Pool Corp,Distributors,US,13456.85479888592
2748,PTC,PTC Inc,Technology,US,13514.50761722396
2779,PYPL,PayPal Holdings Inc,Technology,US,105389.64656005288
2783,QCOM,Qualcomm Inc,Semiconductors,US,144283.03796678816
2854,REG,Regency Centers Corp,Real Estate,US,10466.118698
2855,REGN,Regeneron Pharmaceuticals Inc,Biotechnology,US,63292.41354767283
2872,RGEN,Repligen Corp,Life Sciences Tools & Services,US,11672.01883483207
2885,RIVN,Rivian Automotive Inc,Automobiles,US,29387.85334199249
2920,ROST,Ross Stores Inc,Retail,US,30580.06809994938
2926,RPRX,Royalty Pharma PLC,Pharmaceuticals,US,25469.069621385035
2977,SBAC,SBA Communications Corp,Real Estate,US,35211.490064
2985,SBNY,Signature Bank,Banking,US,10778.313615813691
2990,SBUX,Starbucks Corp,"Hotels, Restaurants & Leisure",US,95165.35972550164
3038,SGEN,Seagen Inc,Biotechnology,US,28096.898472999488
3075,SIRI,Sirius XM Holdings Inc,Media,US,23637.918627101142
3078,SIVB,SVB Financial Group,Banking,US,23343.419206133007
3134,SNPS,Synopsys Inc,Technology,US,50546.37319304785
3164,SPLK,Splunk Inc,Technology,US,14208.590439002037
3198,SSNC,SS&C Technologies Holdings Inc,Technology,US,14159.06217297228
3218,STLD,Steel Dynamics Inc,Metals & Mining,US,14232.679858631496
3248,SWAV,Shockwave Medical Inc,Health Care,US,10497.547569431115
3254,SWKS,Skyworks Solutions Inc,Semiconductors,US,15787.845196296816
3311,TECH,Bio-Techne Corp,Life Sciences Tools & Services,US,12941.146883399802
3317,TER,Teradyne Inc,Semiconductors,US,13019.151553449628
3364,TMUS,T-Mobile US Inc,Telecommunication,US,178048.77579601042
3389,TRMB,Trimble Inc,Electrical Equipment,US,15384.479049100635
3396,TROW,T Rowe Price Group Inc,Financial Services,US,26898.28329563429
3406,TSCO,Tractor Supply Co,Retail,US,20823.61506882168
3410,TSLA,Tesla Inc,Automobiles,US,846694.9319708706
3415,TTD,Trade Desk Inc,Technology,US,29915.42401753886
3423,TTWO,Take-Two Interactive Software Inc,Media,US,19774.51845639629
3428,TW,Tradeweb Markets Inc,Financial Services,US,15652.612629594758
3438,TXN,Texas Instruments Inc,Semiconductors,US,148934.30906839194
3445,UAL,United Airlines Holdings Inc,Airlines,US,11537.355102061398
3461,UHAL,Amerco,Road & Rail,US,10224.08766538287
3467,ULTA,Ulta Beauty Inc,Retail,US,21670.790773998822
3496,UTHR,United Therapeutics Corp,Biotechnology,US,10146.038806702349
3598,VRSK,Verisk Analytics Inc,Professional Services,US,29001.48822628571
3599,VRSN,Verisign Inc,Technology,US,19466.543346777114
3601,VRTX,Vertex Pharmaceuticals Inc,Biotechnology,US,72075.37322666713
3612,VTRS,Viatris Inc,Pharmaceuticals,US,11458.890601081504
3634,WBA,Walgreens Boots Alliance Inc,Retail,US,30482.33069411685
3635,WBD,Warner Bros Discovery Inc,Media,US,31704.3606124928
3636,WDAY,Workday Inc,Technology,US,40586.23907684822
3637,WDC,Western Digital Corp,Technology,US,13098.614114838054
3666,WMG,Warner Music Group Corp,Media,US,13792.812556134775
3697,XEL,Xcel Energy Inc,Utilities,US,40701.62410107319
3738,ZBRA,Zebra Technologies Corp,Electrical Equipment,US,15412.685622666751
3747,ZI,ZoomInfo Technologies Inc,Media,US,16682.315067451116
3754,ZM,Zoom Video Communications Inc,Technology,US,24046.750977493597
3756,ZS,Zscaler Inc,Technology,US,20587.114051017103
3765,A,Agilent Technologies Inc,Life Sciences Tools & Services,US,38237.61772126959
3771,AAP,Advance Auto Parts Inc,Retail,US,10324.10439554702
3776,ABBV,Abbvie Inc,Biotechnology,US,240956.19356054664
3777,ABC,Amerisourcebergen Corp,Health Care,US,30614.092180801574
3782,ABT,Abbott Laboratories,Health Care,US,179500.01570297594
3792,ACI,Albertsons Companies Inc,Retail,US,14696.387231535457
3794,ACM,AECOM,Construction,US,10008.694752369303
3804,ADM,Archer-Daniels-Midland Co,Food Products,US,49110.80144288594
3808,AEE,Ameren Corp,Utilities,US,24010.38052235148
3814,AES,AES Corp,Utilities,US,17466.46533039265
3818,AFG,American Financial Group Inc,Insurance,US,10834.348429821606
3823,AFL,Aflac Inc,Insurance,US,37535.84062094758
3835,AGR,Avangrid Inc,Utilities,US,18975.516529779048
3845,AIG,American International Group Inc,Insurance,US,39853.40989279384
3855,AJG,Arthur J. Gallagher & Co.,Insurance,US,37959.33893166553
3862,ALB,Albemarle Corp,Chemicals,US,30439.423454875
3870,ALL,Allstate Corp,Insurance,US,32835.508504271194
3873,ALLY,Ally Financial Inc,Financial Services,US,10085.84095351967
3884,AME,AMETEK Inc,Electrical Equipment,US,27051.212112417583
3886,AMH,American Homes 4 Rent,Real Estate,US,12332.304989
3890,AMP,Ameriprise Financial Inc,Financial Services,US,29033.788011255227
3897,AMT,American Tower Corp,Real Estate,US,119953.819359
3903,ANET,Arista Networks Inc,Communications,US,35692.09718106754
3914,APD,Air Products and Chemicals Inc,Chemicals,US,54680.102714929366
3918,APH,Amphenol Corp,Electrical Equipment,US,43172.62351875125
3921,APO,Apollo Global Management Inc,Financial Services,US,31404.48072396498
3929,AR,Antero Resources Corp,Energy ,US,12097.825693270905
3934,ARE,Alexandria Real Estate Equities Inc,Real Estate,US,24760.790199
3935,ARES,Ares Management Corp,Financial Services,US,12511.274300752188
3973,ATO,Atmos Energy Corp,Utilities,US,16024.619494282972
3984,AVB,Avalonbay Communities Inc,Real Estate,US,28519.914843
3990,AVTR,Avantor Inc,Life Sciences Tools & Services,US,16513.851062976337
3991,AVY,Avery Dennison Corp,Packaging,US,15071.43823781144
3995,AWK,American Water Works Company Inc,Utilities,US,26926.210956038816
4002,AXP,American Express Co,Financial Services,US,112304.7238253915
4009,AZO,Autozone Inc,Retail,US,41330.863473210346
4014,BA,Boeing Co,Aerospace & Defense,US,90152.41203866377
4016,BAC,Bank of America Corp,Banking,US,268618.04186249623
4018,BAH,Booz Allen Hamilton Holding Corp,Professional Services,US,12588.346951703998
4020,BALL,Ball Corp,Packaging,US,17541.497559329022
4027,BAX,Baxter International Inc,Health Care,US,28307.957609410856
4041,BBY,Best Buy Co Inc,Retail,US,16018.480436405012
4054,BDX,Becton Dickinson and Co,Health Care,US,72108.73651615874
4059,BEN,Franklin Resources Inc,Financial Services,US,12902.46590309757
4073,BG,Bunge Ltd,Food Products,US,15039.438566970532
4093,BHVN,Biohaven Pharmaceutical Holding Company Ltd,Biotechnology,US,10699.911804960486
4096,BILL,Bill.com Holdings Inc,Technology,US,15688.310199153932
4097,BIO,Bio Rad Laboratories Inc,Life Sciences Tools & Services,US,14318.032134206682
4103,BK,Bank of New York Mellon Corp,Financial Services,US,33229.20701398065
4107,BKI,Black Knight Inc,Technology,US,10354.846993397712
4117,BLK,BlackRock Inc,Financial Services,US,99698.2251144449
4128,BMY,Bristol-Myers Squibb Co,Pharmaceuticals,US,146499.86324520322
4147,BR,Broadridge Financial Solutions Inc,Technology,US,19528.502825813284
4156,BRO,Brown & Brown Inc,Insurance,US,17763.549920325324
4171,BSX,Boston Scientific Corp,Health Care,US,57966.06861475141
4191,BX,Blackstone Inc,Financial Services,US,112954.84779272928
4195,BXP,Boston Properties Inc,Real Estate,US,12526.235353
4202,C,Citigroup Inc,Banking,US,94843.39879390031
4209,CAG,Conagra Brands Inc,Food Products,US,16447.08843203965
4210,CAH,Cardinal Health Inc,Health Care,US,19345.654492641475
4217,CARR,Carrier Global Corp,Building,US,33309.87312557376
4219,CAT,Caterpillar Inc,Machinery,US,95461.80720359394
4225,CBRE,CBRE Group Inc,Real Estate,US,24775.16715070461
4231,CCI,Crown Castle Inc,Real Estate,US,74482.750244
4233,CCK,Crown Holdings Inc,Packaging,US,11070.971203410025
4234,CCL,Carnival Corp,"Hotels, Restaurants & Leisure",US,11470.130173459893
4247,CE,Celanese Corp,Chemicals,US,11580.304223738018
4255,CF,CF Industries Holdings Inc,Chemicals,US,21292.97970202168
4256,CFG,Citizens Financial Group Inc,Banking,US,17932.37881055528
4262,CHD,Church & Dwight Co Inc,Consumer products,US,20448.11030711172
4273,CHWY,Chewy Inc,Retail,US,13774.875190817833
4274,CI,Cigna Corp,Health Care,US,87781.92771058012
4288,CL,Colgate-Palmolive Co,Consumer products,US,65501.920400676325
4298,CLR,Continental Resources Inc,Energy ,US,25253.979498750545
4302,CLX,Clorox Co,Consumer products,US,17593.84173068471
4304,CMA,Comerica Inc,Banking,US,10601.634405460383
4307,CMG,Chipotle Mexican Grill Inc,"Hotels, Restaurants & Leisure",US,44882.10708822277
4308,CMI,Cummins Inc,Machinery,US,30013.03593056384
4311,CMS,CMS Energy Corp,Utilities,US,19483.73128556564
4317,CNA,CNA Financial Corp,Insurance,US,10559.74392856126
4318,CNC,Centene Corp,Health Care,US,51466.321903004704
4330,CNP,CenterPoint Energy Inc,Utilities,US,20005.60358339656
4338,COF,Capital One Financial Corp,Financial Services,US,40001.48169135388
4341,COO,Cooper Companies Inc,Health Care,US,14580.411711203717
4343,COP,Conocophillips,Energy ,US,140364.65284232344
4350,CPB,Campbell Soup Co,Food Products,US,14767.280017145027
4358,CPT,Camden Property Trust,Real Estate,US,13752.775284
4368,CRL,Charles River Laboratories International Inc,Life Sciences Tools & Services,US,10184.869060013383
4369,CRM,Salesforce Inc,Technology,US,153689.99877772754
4375,CSL,Carlisle Companies Inc,Building,US,15308.318988060071
4380,CTLT,Catalent Inc,Pharmaceuticals,US,15755.262621166175
4384,CTRA,Coterra Energy Inc,Energy ,US,23955.371556662587
4389,CTVA,Corteva Inc,Chemicals,US,44007.06349847853
4391,CUBE,CubeSmart,Real Estate,US,10428.125301
4403,CVS,CVS Health Corp,Health Care,US,130547.6898417148
4404,CVX,Chevron Corp,Energy ,US,308981.07212420803
4420,D,Dominion Energy Inc,Utilities,US,67972.08700714582
4422,DAL,Delta Air Lines Inc,Airlines,US,19838.664268973946
4425,DAR,Darling Ingredients Inc,Food Products,US,12056.742566691191
4426,DASH,DoorDash Inc,Retail,US,22481.42054036056
4437,DD,Dupont De Nemours Inc,Chemicals,US,27429.388720196268
4442,DE,Deere & Co,Machinery,US,110707.3530835212
4446,DELL,Dell Technologies Inc,Technology,US,27946.370428201066
4453,DFS,Discover Financial Services,Financial Services,US,27188.74229362885
4454,DG,Dollar General Corp,Retail,US,54723.70304095893
4455,DGX,Quest Diagnostics Inc,Health Care,US,14590.94668113487
4457,DHI,D R Horton Inc,Consumer products,US,24803.230559763357
4458,DHR,Danaher Corp,Life Sciences Tools & Services,US,195988.3220542716
