Ticker,Company Name,Industry,Country,Market Cap
AACG,ATA Creativity Global,Diversified Consumer Services,CN,77.046024
AACI,Armada Acquisition Corp I,N/A,US,204.81683206494165
AADI,Aadi Bioscience Inc,Biotechnology,US,282.88655749005164
AAL,American Airlines Group Inc,Airlines,US,8441.499053754062
AAME,Atlantic American Corp,Insurance,US,60.583536
AAOI,Applied Optoelectronics Inc,Communications,US,63.29386124311926
AAON,Aaon Inc,Building,US,3025.587811219538
AAPL,Apple Inc,Technology,US,2503983.9682451854
AATC,Autoscope Technologies Corp,Electrical Equipment,US,27.18285756528376
AAWW,Atlas Air Worldwide Holdings Inc,Logistics & Transportation,US,2830.96557530494
ABCB,Ameris Bancorp,Banking,US,3194.724140278788
ABCL,Abcellera Biologics Inc,Life Sciences Tools & Services,CA,3090.9027872917795
ABC.L,Abcam PLC,Biotechnology,GB,2769.957954
ABEO,Abeona Therapeutics Inc,Biotechnology,US,21.242863370689662
ABGI,ABG Acquisition I Corp,N/A,US,191.39224199392712
ABIO,ARCA Biopharma Inc,Biotechnology,US,33.863835280172424
ABMD,ABIOMED Inc,Health Care,US,11876.201304432321
ABNB,Airbnb Inc,"Hotels, Restaurants & Leisure",US,73718.10934893969
ABOS,Acumen Pharmaceuticals Inc,Biotechnology,US,233.69226982101807
ABSI,Absci Corp,Life Sciences Tools & Services,US,314.73960625
ABST.TO,Absolute Software Corp,Technology,CA,727.831602
ABTX,Allegiance Bancshares Inc,Banking,US,841.3204434262101
ABUS,Arbutus Biopharma Corp,Biotechnology,US,331.39083661572056
ABVC,ABVC Biopharma Inc,Biotechnology,US,33.28497346153847
ACAB,Atlantic Coastal Acquisition Corp II,N/A,US,375.0
ACAC,Acri Capital Acquisition Corp,N/A,US,107.5970936404607
ACAD,ACADIA Pharmaceuticals Inc,Biotechnology,US,2707.636626912864
ACAH,Atlantic Coastal Acquisition Corp,N/A,US,423.056268
ACAX,Alset Capital Acquisition Corp,N/A,US,111.87470300453401
ACB.TO,Aurora Cannabis Inc,Pharmaceuticals,CA,515.30224
ACBA,Ace Global Business Acquisition Ltd,N/A,HK,62.961599051094886
ACCD,Accolade Inc,Health Care,US,714.9427093856459
ACER,Acer Therapeutics Inc,Pharmaceuticals,US,21.84156510215746
ACET,Adicet Bio Inc,Biotechnology,US,572.8407288393236
ACEV,ACE Convergence Acquisition Corp,N/A,US,98.79508500000001
ACGL,Arch Capital Group Ltd,Insurance,BM,16795.741979997816
ACHC,Acadia Healthcare Company Inc,Health Care,US,7277.273559024346
ACHL,Achilles Therapeutics PLC,Biotechnology,GB,119.467864
ACHV,Achieve Life Sciences Inc,Biotechnology,US,44.439713676404494
ACIU,AC Immune SA,Biotechnology,CH,243.13719595932204
ACIW,ACI Worldwide Inc,Technology,US,2583.170384858125
ACLS,Axcelis Technologies Inc,Semiconductors,US,2094.011960568529
ACLX,Arcellx Inc,Biotechnology,US,795.5197458085454
ACMR,ACM Research Inc,Semiconductors,US,946.5103725166146
ACNB,ACNB Corp,Banking,US,294.424132204298
ACNT,Ascent Industries Co,Metals & Mining,US,158.4071894811083
ACON,Aclarion Inc,Health Care,US,9.22938781132075
ACOR,Acorda Therapeutics Inc,Biotechnology,US,9.66251759216293
ACQR,Independence Holdings Corp,N/A,US,537.233651
ACRS,Aclaris Therapeutics Inc,Pharmaceuticals,US,1141.420364970964
ACRX,AcelRx Pharmaceuticals Inc,Pharmaceuticals,US,43.46292900000001
ACST.V,Acasti Pharma Inc,Pharmaceuticals,CA,47.43392208475915
ACT,Enact Holdings Inc,Financial Services,US,4043.381947142626
ACTG,Acacia Research Corp,Financial Services,US,163.56727519036696
ACVA,ACV Auctions Inc,Commercial Services & Supplies,US,1324.5157224314662
ACXP,Acurx Pharmaceuticals Inc,Biotechnology,US,38.60775425
ADAG,Adagene Inc,Biotechnology,CN,64.641271
ADAL,Anthemis Digital Acquisitions I Corp,N/A,US,303.0824954977578
ADAP,Adaptimmune Therapeutics PLC,Biotechnology,GB,312.563041
ADBE,Adobe Inc,Technology,US,172289.51943268307
ADER,26 Capital Acquisition Corp,N/A,US,339.6249904929756
ADES,Advanced Emissions Solutions Inc,Chemicals,US,68.93733947765362
ADGI,Adagio Therapeutics Inc,Biotechnology,US,520.2099014989201
ADI,Analog Devices Inc,Semiconductors,US,76446.58622120452
ADIL,Adial Pharmaceuticals Inc,Pharmaceuticals,US,13.13122736062751
ADMA,ADMA Biologics Inc,Biotechnology,US,551.7636379851302
ADMP,Adamis Pharmaceuticals Corp,Pharmaceuticals,US,49.16451139321117
ADN,Advent Technologies Holdings Inc,Electrical Equipment,US,152.31294308064517
ADOC,Edoc Acquisition Corp,N/A,US,56.08695699999999
ADP,Automatic Data Processing Inc,Technology,US,99092.4891792236
ADPT,Adaptive Biotechnologies Corp,Life Sciences Tools & Services,US,1245.8524789518478
ADSE,Ads-Tec Energy PLC,Electrical Equipment,IE,393.391674
ADSK,Autodesk Inc,Technology,US,43169.8130716822
ADTH,AdTheorent Holding Company Inc,Media,US,228.29925160159365
ADTN,ADTRAN Inc,Communications,US,1942.4712476041836
ADTX,Aditxt Inc,Biotechnology,US,8.0153330977131
ADUS,Addus Homecare Corp,Health Care,US,1413.783255875344
ADV,Advantage Solutions Inc,Media,US,1098.8365633146068
ADVM,Adverum Biotechnologies Inc,Biotechnology,US,110.26027419642857
ADXN.SW,Addex Therapeutics Ltd,Biotechnology,CH,6.48628
AEAC,Authentic Equity Acquisition Corp,N/A,US,297.2999950000001
AEAE,Altenergy Acquisition Corp,N/A,US,286.349993021021
AEHA,Aesther Healthcare Acquisition Corp,N/A,US,134.82887500000004
AEHL,Antelope Enterprise Holdings Ltd,Building,HK,5.32597587579068
AEHR,Aehr Test Systems,Semiconductors,US,368.60219593786985
AEI,Alset Ehome International Inc,Real Estate,US,39.17619740592592
AEIS,Advanced Energy Industries Inc,Electrical Equipment,US,3234.9139511628982
AEMD,Aethlon Medical Inc,Health Care,US,22.89999796644636
AEP,American Electric Power Company Inc,Utilities,US,51933.3633851768
AERC,AeroClean Technologies Inc,Building,US,45.91835048231512
AERI,Aerie Pharmaceuticals Inc,Pharmaceuticals,US,749.7770693720316
AESE,Allied Esports Entertainment Inc,"Hotels, Restaurants & Leisure",US,55.110511773225745
AEY,ADDvantage Technologies Group Inc,Electrical Equipment,US,26.419621085
AEYE,AudioEye Inc,Technology,US,75.78428221230769
AEZS.TO,Aeterna Zentaris Inc,Biotechnology,CA,28.406874
AFAC,Arena Fortify Acquisition Corp,N/A,US,216.48750198223095
AFAQ,AF Acquisition Corp,N/A,US,274.96000200408156
AFAR,Aura FAT Projects Acquisition Corp,N/A,SG,144.32045002511302
AFBI,Affinity Bancshares Inc,Banking,US,98.45569
AFCG,AFC Gamma Inc,Real Estate,US,331.030728
AFIB,Acutus Medical Inc,Health Care,US,29.221456398230092
AFMD,Affimed NV,Biotechnology,DE,382.3738466962962
AFRI,Forafric Global PLC,N/A,GI,265.09758544077664
AFRM,Affirm Holdings Inc,Technology,US,6489.597894542315
AFYA,Afya Ltd,Diversified Consumer Services,BR,1179.4794029285167
AGBA,AGBA Acquisition Ltd,N/A,HK,54.05910964432765
AGEN,Agenus Inc,Biotechnology,US,727.7286652380952
AGFS,AgroFresh Solutions Inc,Chemicals,US,88.5194992687043
AGFY,Agrify Corp,Machinery,US,17.49982550264706
AGGR,Agile Growth Corp,N/A,US,382.46250399595135
AGIL,AgileThought Inc,Technology,US,202.41213626213593
AGIO,Agios Pharmaceuticals Inc,Biotechnology,US,1745.9549138443938
AGLE,Aeglea Bio Therapeutics Inc,Biotechnology,US,31.80970757946211
AGMH,AGM Group Holdings Inc,Financial Services,HK,61.4199540224359
AGNC,AGNC Investment Corp,Real Estate,US,6183.81115
AGRI,AgriFORCE Growing Systems Ltd,Food Products,CA,30.3324825
AGRX,Agile Therapeutics Inc,Pharmaceuticals,US,14.828748976377948
AGTC,Applied Genetic Technologies Corp,Biotechnology,US,26.789570690945368
AGYS,Agilysys Inc,Technology,US,1247.6230591129709
AHCO,Adapthealth Corp,Health Care,US,2364.5533957292723
AHG,Akso Health Group,Financial Services,CN,23.592686
AHI.AX,Advanced Human Imaging Ltd,Technology,AU,41.221098
AHPA,Avista Public Acquisition Corp II,N/A,US,292.3875019999999
AHPI,Allied Healthcare Products Inc,Health Care,US,7.34477270068248
AHRN,Ahren Acquisition Corp,N/A,KY,374.997516
AIB,AIB Acquisition Corp,N/A,US,112.97233436807979
AIH,Aesthetic Medical International Holdings Group Ltd,Health Care,CN,46.900102
AIHS,Senmiao Technology Ltd,Financial Services,CN,6.36144777019072
AIKI,Aikido Pharma Inc,Biotechnology,US,30.22186648180243
AIMC,Altra Industrial Motion Corp,Machinery,US,2414.6162885033127
AIMD,Ainos Inc,Biotechnology,US,36.03479783707866
AIP,Arteris Inc,Technology,US,228.45909171246464
AIRG,Airgain Inc,Electrical Equipment,US,73.45674071334214
AIRS,Airsculpt Technologies Inc,Health Care,US,480.1745076942243
AIRT,Air T Inc,Logistics & Transportation,US,51.595523960612695
AKAM,Akamai Technologies Inc,Technology,US,14029.55686292584
AKAN,Akanda Corp,Pharmaceuticals,GB,23.13
AKBA,Akebia Therapeutics Inc,Biotechnology,US,69.8624942224622
AKIC,Sports Ventures Acquisition Corp,N/A,US,291.747201
AKRO,Akero Therapeutics Inc,Biotechnology,US,476.0299585059287
AKTS,Akoustis Technologies Inc,Electrical Equipment,US,229.44747137850464
AKTX,Akari Therapeutics PLC,Pharmaceuticals,US,67.658054
AKU,Akumin Inc,Health Care,US,106.52465910126581
AKUS,Akouos Inc,Biotechnology,US,132.4685664151515
AKYA,Akoya Biosciences Inc,Life Sciences Tools & Services,US,457.7387554594594
ALBO,Albireo Pharma Inc,Biotechnology,US,337.1390616566231
ALCO,Alico Inc,Food Products,US,254.1643255208333
ALDX,Aldeyra Therapeutics Inc,Biotechnology,US,404.7624324167832
ALEC,Alector Inc,Biotechnology,US,863.618630005571
ALF,Alfi Inc,Technology,US,18.348164
ALGM,Allegro Microsystems Inc,Semiconductors,US,4207.93197951971
ALGN,Align Technology Inc,Health Care,US,19098.23269553247
ALGS,Aligos Therapeutics Inc,Biotechnology,US,48.45474
ALGT,Allegiant Travel Co,Airlines,US,1736.861661176288
ALHC,Alignment Healthcare LLC,N/A,US,1763.958
ALIM,Alimera Sciences Inc,Pharmaceuticals,US,46.09169323215876
ALJJ,ALJ Regional Holdings Inc,Technology,US,59.53690512
ALKS,Alkermes Plc,Biotechnology,IE,4025.8726927746307
ALKT,Alkami Technology Inc,Technology,US,1287.2506353328665
ALLK,Allakos Inc,Biotechnology,US,253.92807019279658
ALLO,Allogene Therapeutics Inc,Biotechnology,US,2042.056935471167
ALLR,Allarity Therapeutics Inc,Biotechnology,US,10.64006351076078
ALLT,Allot Ltd,Technology,IL,157.39436520179373
ALNA,Allena Pharmaceuticals Inc,Biotechnology,US,12.782114104390251
ALNY,Alnylam Pharmaceuticals Inc,Biotechnology,US,24659.45789279455
ALOR,ALSP Orchid Acquisition I Corp,N/A,US,226.123669
ALOT,AstroNova Inc,Technology,US,86.13830976265693
ALPA,Alpha Healthcare Acquisition Corp III,N/A,US,192.55016899999998
ALPN,Alpine Immune Sciences Inc,Biotechnology,US,241.0773971190168
ALPP,Alpine 4 Holdings Inc,Electrical Equipment,US,145.64174112466128
ALR,Alerislife Inc,Health Care,US,37.04457603508773
ALRM,Alarm.com Holdings Inc,Technology,US,3298.2443337741793
ALRN,Aileron Therapeutics Inc,Biotechnology,US,15.885047269841271
ALRS,Alerus Financial Corp,Financial Services,US,465.8973479465195
ALSA,Alpha Star Acquisition Corp,N/A,US,147.34409900199202
ALT,Altimmune Inc,Biotechnology,US,1098.6558365881815
ALTO,Alto Ingredients Inc,Energy ,US,298.9512820220588
ALTR,Altair Engineering Inc,Technology,US,3890.205052143088
ALTU,Altitude Acquisition Corp,N/A,US,125.5492535310542
ALVO,Alvotech SA,Biotechnology,LU,1879.7902719688716
ALVR,Allovir Inc,Biotechnology,US,696.90506622
ALXO,ALX Oncology Holdings Inc,Biotechnology,US,543.5658497801364
ALYA.TO,Alithya Group Inc,Technology,CA,255.510277
ALZN,Alzamend Neuro Inc,Biotechnology,US,90.70769802350429
AMAL,Amalgamated Bank,Banking,US,682.8196480560578
AMAO,American Acquisition Opportunity Inc,N/A,US,73.695159
AMAT,Applied Materials Inc,Semiconductors,US,78494.62640133275
AMBA,Ambarella Inc,Semiconductors,US,2396.2299837069827
AMCI,AMCI Acquisition Corp II,N/A,US,185.24813305700306
AMCX,AMC Networks Inc,Media,US,1086.705527016545
AMD,Advanced Micro Devices Inc,Semiconductors,US,129533.11373020963
AMED,Amedisys Inc,Health Care,US,3774.133807463978
AMEH,Apollo Medical Holdings Inc,Health Care,US,2271.4449043060404
AMGN,Amgen Inc,Biotechnology,US,129651.1894283609
AMKR,Amkor Technology Inc,Semiconductors,US,4695.9945287803885
AMLX,Amylyx Pharmaceuticals Inc,Pharmaceuticals,US,1058.280767524214
AMNB,American National Bankshares Inc,Banking,US,344.0125135334972
AMOT,Allied Motion Technologies Inc,Electrical Equipment,US,520.0924141401273
AMPG,Amplitech Group Inc,Electrical Equipment,US,20.4147785
AMPH,Amphastar Pharmaceuticals Inc,Pharmaceuticals,US,1417.0286318646467
AMPL,Amplitude Inc,Technology,US,1667.6988913387427
AMRK,A-Mark Precious Metals Inc,Financial Services,US,665.740022256163
AMRN,Amarin Corporation PLC,Biotechnology,IE,464.896033
AMRS,Amyris Inc,Chemicals,US,877.4278806725978
AMSC,American Superconductor Corp,Electrical Equipment,US,148.54407578947368
AMSF,Amerisafe Inc,Insurance,US,925.8239164625439
AMST,Amesite Inc,Diversified Consumer Services,US,9.48132502931229
AMTB,Amerant Bancorp Inc,Banking,US,868.3958148854845
AMTI,Applied Molecular Transport Inc.,Biotechnology,US,53.29385423529412
AMTX,Aemetis Inc,Energy ,US,290.85317318257756
AMWD,American Woodmark Corp,Building,US,853.4111696356721
AMZN,Amazon.com Inc,Retail,US,1299015.095101416
ANAB,AnaptysBio Inc,Biotechnology,US,701.4620329822294
ANDE,Andersons Inc,Retail,US,1230.8441879408606
ANEB,Anebulo Pharmaceuticals Inc,Pharmaceuticals,US,74.235722
ANGH,Anghami Inc,Media,AE,72.03566013919415
ANGI,Angi Inc,Media,US,1962.8270725781247
ANGN,Angion Biomedica Corp,Pharmaceuticals,US,29.944705296
ANGO,AngioDynamics Inc,Health Care,US,812.5264688440112
ANIK,Anika Therapeutics Inc,Biotechnology,US,330.98056805449
ANIP,ANI Pharmaceuticals Inc,Pharmaceuticals,US,637.6673242783785
ANIX,Anixa Biosciences Inc,Biotechnology,US,128.58763668372092
ANNX,Annexon Inc,Biotechnology,US,277.13522783708845
ANPC,AnPac Bio-Medical Science Co Ltd,Biotechnology,CN,9.442113
ANSS,ANSYS Inc,Technology,US,21299.60788332951
ANTE,Airnet Technology Inc,Media,CN,38.550314
ANTX,AN2 Therapeutics Inc,Pharmaceuticals,US,247.96623214285714
ANY,Sphere 3D Corp,Technology,CA,38.48461146642226
ANZU,Anzu Special Acquisition Corp I,N/A,US,522.2187579918699
AOGO,Arogo Capital Acquisition Corp,N/A,US,133.75808210526318
AOSL,Alpha and Omega Semiconductor Ltd,Semiconductors,US,985.629674
AOUT,American Outdoor Brands Inc,Leisure Products,US,111.52442727436822
APA,APA Corp (US),Energy ,US,12669.37281390295
APAC,Stonebridge Acquisition Corp,N/A,US,251.50001
APCX,AppTech Payments Corp,Technology,US,10.53222550881529
APDN,Applied DNA Sciences Inc,Life Sciences Tools & Services,US,35.6845788057554
APEI,American Public Education Inc,Diversified Consumer Services,US,185.3795723538767
APEN,Apollo Endosurgery Inc,Health Care,US,229.06474378483247
APGN,Apexigen Inc,N/A,US,112.17649934845363
API,Agora Inc,Technology,CN,486.656668
APLD,Applied Blockchain Inc,Technology,US,211.0952249863014
APLS,Apellis Pharmaceuticals Inc,Biotechnology,US,6887.456045484744
APLT,Applied Therapeutics Inc,Biotechnology,US,62.41476140845072
APM,Aptorum Group Ltd,Biotechnology,GB,48.549553875862074
APMI,Axonprime Infrastructure Acquisition Corp,N/A,US,182.062501
APOG,Apogee Enterprises Inc,Building,US,878.9613253738435
APP,Applovin Corp,Technology,US,8927.793425857484
APPF,Appfolio Inc,Technology,US,3651.3668890761855
APPH,AppHarvest Inc,Food Products,US,290.1340985714286
APPN,Appian Corp,Technology,US,3126.934727408445
APPS,Digital Turbine Inc,Technology,US,1737.6639371681715
APRE,Aprea Therapeutics Inc,Biotechnology,US,18.251099630816572
APTM,Alpha Partners Technology Merger Corp,N/A,US,353.0924059999999
APS.TO,Aptose Biosciences Inc,Biotechnology,CA,95.06357
APTX,Aptinyx Inc,Biotechnology,US,26.67322315038168
APVO,Aptevo Therapeutics Inc,Biotechnology,US,18.17308906097493
APWC,Asia Pacific Wire & Cable Corporation Ltd,Electrical Equipment,TW,29.68736569127517
APXI,APx Acquisition I Corp,N/A,MX,217.349998
APYX,Apyx Medical Corp,Health Care,US,200.8693365777778
AQB,AquaBounty Technologies Inc,Biotechnology,US,80.35510082608695
AQMS,Aqua Metals Inc,Commercial Services & Supplies,US,67.66176154817315
AQST,Aquestive Therapeutics Inc,Pharmaceuticals,US,69.88934997674419
ARAV,Aravive Inc,Biotechnology,US,21.6679707245741
ARAY,Accuray Inc,Health Care,US,220.65881902074682
ARBE,Arbe Robotics Ltd,Electrical Equipment,IL,460.3941558881119
ARBG,Aequi Acquisition Corp,N/A,US,285.774988
ARB.L,Argo Blockchain PLC,Technology,GB,186.35180699999995
ARCB,ArcBest Corp,Road & Rail,US,1936.3248084631607
ARCC,Ares Capital Corp,Financial Services,US,10184.58
ARCE,Arco Platform Ltd,Diversified Consumer Services,BR,755.8455783488889
ARCK,Arbor Rapha Capital Bioholdings Corp I,N/A,US,217.56561551410192
ARCT,Arcturus Therapeutics Holdings Inc,Biotechnology,US,380.5734382631238
ARDS,Aridis Pharmaceuticals Inc,Biotechnology,US,26.729404465277792
ARDX,Ardelyx Inc,Biotechnology,US,168.55277953061227
AREB,American Rebel Holdings Inc,Commercial Services & Supplies,US,2.9566312309166998
AREC,American Resources Corp,Energy ,US,224.83515599999998
ARGU,Argus Capital Corp,N/A,US,380.937504
ARGX.BR,argenx SE,Biotechnology,NL,20493.892596
ARHS,Arhaus Inc,Retail,US,1197.540447535714
ARIZ,Arisz Acquisition Corp,N/A,US,88.21276500000002
ARKO,Arko Corp.,Retail,US,1157.5185437546777
ARKR,Ark Restaurants Corp,"Hotels, Restaurants & Leisure",US,63.23172224509251
ARLP,Alliance Resource Partners LP,Energy ,US,3262.5573870468183
AROW,Arrow Financial Corp,Banking,US,504.20267912903216
ARQQ,Arqit Quantum Inc,Technology,GB,762.0378729538689
ARQT,Arcutis Biotherapeutics Inc,Biotechnology,US,1451.1212225906215
ARRW,Arrowroot Acquisition Corp,N/A,US,352.9062390000001
ARRY,Array Technologies Inc,Electrical Equipment,US,3047.11415767288
ARTE,Artemis Strategic Investment Corp,N/A,US,251.059363
ARTL,Artelo Biosciences Inc,Pharmaceuticals,US,11.0460449974359
ARTW,Art's Way Manufacturing Co Inc,Machinery,US,11.18263382127659
ARVL,Arrival SA,Automobiles,LU,644.6609512190477
ARVN,Arvinas Inc,Pharmaceuticals,US,2294.2125815353534
ARWR,Arrowhead Pharmaceuticals Inc,Biotechnology,US,4172.5661297946235
ARYD,ARYA Sciences Acquisition Corp IV,N/A,US,189.94635897280966
ARYE,ARYA Sciences Acquisition Corp V,N/A,US,187.452117
ASAX,Astrea Acquisition Corp,N/A,US,217.069387
ASCA,A SPAC I Acquisition Corp,N/A,HK,91.20007126855467
ASCB,ASPAC II Acquisition Corp,N/A,HK,251.73500000000004
ASLE,AerSale Corp,Aerospace & Defense,US,1092.987157093093
ASLN,Aslan Pharmaceuticals Ltd,Biotechnology,SG,43.8694
ASMB,Assembly Biosciences Inc,Biotechnology,US,95.9050158341969
ASML.AS,ASML Holding NV,Semiconductors,NL,188430.309998
ASND,Ascendis Pharma A/S,Biotechnology,DK,4972.132385
ASNS,Actelis Networks Inc,Communications,US,21.12739692307692
ASO,Academy Sports and Outdoors Inc,Retail,US,3635.3334153322544
ASPA,Abri SPAC I Inc,N/A,US,74.84384197304043
ASPC,Alpha Capital Acquisition Co,N/A,KY,186.88
ASPS,Altisource Portfolio Solutions SA,Real Estate,LU,182.54791147807018
ASPU,Aspen Group Inc,Diversified Consumer Services,US,21.955497070588237
ASRT,Assertio Holdings Inc,Pharmaceuticals,US,120.92739784615382
ASRV,Ameriserv Financial Inc,Banking,US,65.6989369448819
ASTC,Astrotech Corp,Aerospace & Defense,US,23.505962685652182
ASTE,Astec Industries Inc,Machinery,US,860.6351827622049
ASTI,Ascent Solar Technologies Inc,Semiconductors,US,200.62444636
ASTL,Legato Merger Corp,N/A,US,1051.058
ASTR,Astra Space Inc,Aerospace & Defense,US,210.80527743630574
ASTS,AST SpaceMobile Inc,Telecommunication,US,2003.4638482021
ASUR,Asure Software Inc,Technology,US,108.76599147005446
ASYS,Amtech Systems Inc,Semiconductors,US,148.6155394495413
ATAI,ATAI Life Sciences NV,Pharmaceuticals,DE,705.5350778405467
ATAK,Aurora Technology Acquisition Corp,N/A,US,252.2474989994993
ATAX,America First Multifamily Investors LP,Financial Services,US,411.7349768480603
ATCX,Atlas Technical Consultants Inc,Professional Services,US,305.1194773232704
ATEC,Alphatec Holdings Inc,Health Care,US,765.0385167657895
ATER,Aterian Inc,Consumer products,US,157.70280496086957
ATEX,Anterix Inc,Telecommunication,US,781.4561106630824
ATHA,Athira Pharma Inc,Pharmaceuticals,US,123.28577068249255
ATH.AX,Alterity Therapeutics Ltd,Biotechnology,AU,36.103117
ATHX,Athersys Inc,Biotechnology,US,30.89515314919355
ATIF,ATIF Holdings Ltd,Professional Services,CN,16.942264775997412
ATLC,Atlanticus Holdings Corp,Financial Services,US,398.0407326135145
ATLO,Ames National Corp,Banking,US,197.28813533757383
ATNF,180 Life Sciences Corp,Biotechnology,US,31.42206061213873
ATNI,ATN International Inc,Telecommunication,US,715.3404194151717
ATNX,Athenex Inc,Biotechnology,US,73.66868866666664
ATOM,Atomera Inc,Semiconductors,US,287.0777283768353
ATOS,Atossa Therapeutics Inc,Biotechnology,US,115.58248795715846
ATRA,Atara Biotherapeutics Inc,Biotechnology,US,404.8143439241379
ATRC,AtriCure Inc,Health Care,US,1987.9035463365092
ATRI,Atrion Corp,Health Care,US,1078.8088232864263
ATRO,Astronics Corp,Aerospace & Defense,US,281.3070849999999
ATSG,Air Transport Services Group Inc,Logistics & Transportation,US,2196.7993260830544
ATVI,Activision Blizzard Inc,Media,US,60652.23147181948
ATXI,Avenue Therapeutics Inc,Pharmaceuticals,US,5.0445164012931
ATXS,Astria Therapeutics Inc,Biotechnology,US,119.88616361405532
AT.TO,AcuityAds Holdings Inc,Media,CA,162.695807
AUB,Atlantic Union Bankshares Corp,Banking,US,2404.704970101606
AUBN,Auburn National Bancorporation Inc,Banking,US,97.67892700000002
AUDC,AudioCodes Ltd,Communications,IL,701.6931269746607
AUGX,Augmedix Inc,Health Care,US,63.61605251533744
AUID,Authid Inc,Technology,US,65.19617021666666
AUPH,Aurinia Pharmaceuticals Inc,Biotechnology,CA,1024.4615443539092
AUR,Aurora Innovation Inc,Commercial Services & Supplies,US,2803.5812128862567
AURA,Aura Biosciences Inc,Biotechnology,US,383.4847790218209
AURC,Aurora Acquisition Corp,N/A,KY,343.33355299999994
AUTL,Autolus Therapeutics PLC,Biotechnology,GB,294.54137
AUTO,Autoweb Inc,Media,US,5.451845444155841
AUUD,Auddia Inc,Technology,US,14.642272206703911
AUVI,Applied UV Inc,Building,US,20.892017455089817
AVAC,Avalon Acquisition Inc,N/A,US,261.08339500000005
AVAH,Aveanna Healthcare Holdings Inc,Health Care,US,310.4834429482758
AVAV,AeroVironment Inc,Aerospace & Defense,US,2068.3458259657323
AVCO,Avalon Globocare Corp,Real Estate,US,61.086803839166734
AVCT,American Virtual Cloud Technologies Inc,Technology,US,29.611841663636362
AVDL,Avadel Pharmaceuticals PLC,Pharmaceuticals,IE,395.252632
AVDX,Avidxchange Holdings Inc,Technology,US,1513.4790374592494
AVEO,Aveo Pharmaceuticals Inc,Biotechnology,US,292.4906924820574
AVGO,Broadcom Inc,Semiconductors,US,201997.6878951941
AVGR,Avinger Inc,Health Care,US,10.2086810915493
AVHI,Achari Ventures Holdings Corp I,N/A,US,125.50000000000001
AVID,Avid Technology Inc,Technology,US,1178.0014564861794
AVIR,Atea Pharmaceuticals Inc,Pharmaceuticals,US,620.276542
AVNW,Aviat Networks Inc,Communications,US,353.43293123364487
AVO,Mission Produce Inc,Food Products,US,1089.5131478465537
AVPT,AvePoint Inc,Technology,US,815.7312762811791
AVRO,AVROBIO Inc,Biotechnology,US,39.68076218146593
AVT,Avnet Inc,Electrical Equipment,US,4043.254636579549
AVTE,Aerovate Therapeutics Inc,Biotechnology,US,476.73883894182546
AVTX,Avalo Therapeutics Inc,Biotechnology,US,45.1877045106383
AVXL,Anavex Life Sciences Corp,Biotechnology,US,718.6326800145077
AWH,Aspira Women's Health Inc,Health Care,US,62.78211083658398
AWRE,Aware Inc,Technology,US,44.77322644339622
AXDX,Accelerate Diagnostics Inc,Health Care,US,161.4676787202381
AXGN,AxoGen Inc,Health Care,US,387.7416648880597
AXLA,Axcella Health Inc,Biotechnology,US,136.87259222222224
AXNX,Axonics Inc,Health Care,US,3452.0378903382293
AXON,Axon Enterprise Inc,Aerospace & Defense,US,8229.388212560869
AXSM,Axsome Therapeutics Inc,Pharmaceuticals,US,2538.7569497365394
AXTI,AXT Inc,Semiconductors,US,358.6857298130082
AY,Atlantica Sustainable Infrastructure PLC,Utilities,GB,3711.537794563307
AYLA,Ayala Pharmaceuticals Inc,Biotechnology,US,29.0922088021978
AYRO,AYRO Inc,Automobiles,US,30.78996563057099
AYTU,Aytu Biopharma Inc,Pharmaceuticals,US,13.896343897777781
AZ.V,A2Z Smart Technologies Corp,Aerospace & Defense,CA,117.466181
AZN.L,AstraZeneca PLC,Pharmaceuticals,GB,163874.00012599997
AZPN,Aspen Technology Inc,Technology,US,61324.49
AZTA,Azenta Inc,Life Sciences Tools & Services,US,3811.7869397360096
AZYO,Aziyo Biologics Inc,Biotechnology,US,95.35487487401008
BACK,IMAC Holdings Inc,Health Care,US,14.868402
BAFN,Bayfirst Financial Corp,Banking,US,74.94198637894738
BAND,Bandwidth Inc,Telecommunication,US,363.6172915467197
BANF,BancFirst Corp,Banking,US,3465.321106997281
BANR,Banner Corp,Banking,US,2031.8984588926785
BANX,ArrowMark Financial Corp,Financial Services,US,139.89
BAOS,Baosheng Media Group Holdings Ltd,Media,CN,10.972794375
BASE,Couchbase Inc,Technology,US,650.0002481752575
BBBY,Bed Bath & Beyond Inc,Retail,US,690.0345160321468
BBCP,Brundage-Bone Concrete Pumping Holdings Inc,Construction,US,298.4551
BBGI,Beasley Broadcast Group Inc,Media,US,35.393047563025206
BBI,Brickell Biotech Inc,Biotechnology,US,6.60767830327869
BBIG,Vinco Ventures Inc,Media,US,211.92517900696473
BBIO,BridgeBio Pharma Inc,Biotechnology,US,1491.3578911996087
BBLG,Bone Biologics Corp,Biotechnology,US,12.83471828148148
BBQ,BBQ Holdings Inc,"Hotels, Restaurants & Leisure",US,184.85774100000003
BBSI,Barrett Business Services Inc,Professional Services,US,563.9755343351111
BCAB,Bioatla Inc,Biotechnology,US,301.23570830714283
BYND.CN,BYND Cannasoft Enterprises Inc,Technology,CA,169.119462
BCBP,BCB Bancorp Inc,Banking,US,304.99434358536587
BCDA,BioCardia Inc,Biotechnology,US,33.74056908045977
